"Pos","Id_pl","Name","Surname","Country","Pts","Date"
23,22,"Greg","Rusedski","GBR",762,"1996-10-20"
24,13,"Sergi","Bruguera","ESP",712,"1996-10-20"
25,11,"Jim","Courier","USA",702,"1996-10-20"
26,27,"Byron","Black","ZIM",642,"1996-10-20"
27,10,"Goran","Ivanisevic","CRO",573,"1996-10-20"
28,26,"Grant","Connell","CAN",536,"1996-10-20"
28,33,"Javier","Frana","ARG",536,"1996-10-20"
30,39,"Hicham","Arazi","MAR",530,"1996-10-20"
31,17,"Arnaud","Boetsch","FRA",471,"1996-10-20"
32,16,"Michael","Stich","GER",449,"1996-10-20"
33,49,"Tim","Henman","GBR",442,"1996-10-20"
34,21,"Bartlomiej","Dabrowski","POL",373,"1996-10-20"
35,59,"Patrick","Rafter","AUS",364,"1996-10-20"
36,15,"Andrea","Gaudenzi","ITA",313,"1996-10-20"
37,48,"Sebastien","Grosjean","FRA",242,"1996-10-20"
38,35,"Nicolas","Periera","URG",240,"1996-10-20"
39,40,"Leander","Paes","IND",216,"1996-10-20"
40,32,"Olivier","Rochus","BEL",176,"1996-10-20"
41,61,"Mark","Woodforde","AUS",156,"1996-10-20"
42,31,"Kenneth","Carlsen","DEN",153,"1996-10-20"
43,41,"Shuzo","Matsuoka","JPN",136,"1996-10-20"
44,53,"Jan","Siemerink","NED",132,"1996-10-20"
45,25,"Mark","Knowles","BAH",125,"1996-10-20"
46,20,"Wojciech","Kowalski","POL",88,"1996-10-20"
47,46,"Oliver","Gross","GER",87,"1996-10-20"
48,55,"Richey","Reneberg","USA",81,"1996-10-20"
49,30,"Alejandro","Hernandez","MEX",76,"1996-10-20"
49,45,"Wolfgang","Schranz","AUT",76,"1996-10-20"
51,47,"Mariano","Zabaleta","ARG",69,"1996-10-20"
52,54,"Christian","Ruud","NOR",58,"1996-10-20"
53,52,"Paul","Haarhuis","NED",32,"1996-10-20"
54,58,"Adrian","Voinea","ROM",30,"1996-10-20"
54,60,"Todd","Woodbridge","AUS",30,"1996-10-20"
56,57,"Nicolas","Lapentti","ECU",26,"1996-10-20"
56,64,"Orlin","Stanoytchev","BUL",26,"1996-10-20"
56,66,"Noam","Behr","ISR",26,"1996-10-20"
59,50,"Vladimir","Voltchkov","BLR",7,"1996-10-20"
60,51,"Mark","Petchey","GBR",4,"1996-10-20"
61,24,"Pan","Bing","CHN",2,"1996-10-20"
61,63,"Martin","Damm","CZE",2,"1996-10-20"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3493,"1996-10-27"
2,23,"Stefan","Edberg","SWE",3004,"1996-10-27"
3,3,"Boris","Becker","GER",2212,"1996-10-27"
4,1,"Pete","Sampras","USA",2140,"1996-10-27"
5,36,"Carlos","Moya","ESP",2075,"1996-10-27"
6,7,"Yevgeny","Kafelnikow","RUS",1804,"1996-10-27"
7,34,"Marcelo","Rios","CHI",1599,"1996-10-27"
8,8,"Mark","Philippoussis","AUS",1475,"1996-10-27"
9,4,"Wayne","Ferreira","RSA",1433,"1996-10-27"
10,6,"Michael","Chang","USA",1425,"1996-10-27"
11,12,"Richard","Krajicek","NED",1391,"1996-10-27"
12,5,"Thomas","Muster","AUT",1321,"1996-10-27"
13,37,"Marat","Safin","RUS",1241,"1996-10-27"
14,44,"Petr","Korda","CZE",1199,"1996-10-27"
15,28,"Guy","Forget","FRA",1145,"1996-10-27"
16,56,"Nicolas","Kiefer","GER",1142,"1996-10-27"
17,29,"Cedric","Pioline","FRA",1106,"1996-10-27"
18,19,"Todd","Martin","USA",899,"1996-10-27"
19,9,"Thomas","Enqvist","SWE",887,"1996-10-27"
20,43,"Albert","Costa","ESP",846,"1996-10-27"
21,18,"Andrei","Medvedev","UKR",838,"1996-10-27"
22,14,"Marc","Rosset","SUI",803,"1996-10-27"
23,22,"Greg","Rusedski","GBR",762,"1996-10-27"
24,13,"Sergi","Bruguera","ESP",712,"1996-10-27"
25,11,"Jim","Courier","USA",702,"1996-10-27"
26,27,"Byron","Black","ZIM",642,"1996-10-27"
27,10,"Goran","Ivanisevic","CRO",573,"1996-10-27"
28,26,"Grant","Connell","CAN",536,"1996-10-27"
28,33,"Javier","Frana","ARG",536,"1996-10-27"
30,39,"Hicham","Arazi","MAR",530,"1996-10-27"
31,17,"Arnaud","Boetsch","FRA",471,"1996-10-27"
32,16,"Michael","Stich","GER",449,"1996-10-27"
33,49,"Tim","Henman","GBR",442,"1996-10-27"
34,21,"Bartlomiej","Dabrowski","POL",373,"1996-10-27"
35,59,"Patrick","Rafter","AUS",364,"1996-10-27"
36,15,"Andrea","Gaudenzi","ITA",313,"1996-10-27"
37,48,"Sebastien","Grosjean","FRA",242,"1996-10-27"
38,35,"Nicolas","Periera","URG",240,"1996-10-27"
39,40,"Leander","Paes","IND",216,"1996-10-27"
40,32,"Olivier","Rochus","BEL",176,"1996-10-27"
41,61,"Mark","Woodforde","AUS",156,"1996-10-27"
42,31,"Kenneth","Carlsen","DEN",153,"1996-10-27"
43,41,"Shuzo","Matsuoka","JPN",136,"1996-10-27"
44,53,"Jan","Siemerink","NED",132,"1996-10-27"
45,25,"Mark","Knowles","BAH",125,"1996-10-27"
46,20,"Wojciech","Kowalski","POL",88,"1996-10-27"
47,46,"Oliver","Gross","GER",87,"1996-10-27"
48,55,"Richey","Reneberg","USA",81,"1996-10-27"
49,30,"Alejandro","Hernandez","MEX",76,"1996-10-27"
49,45,"Wolfgang","Schranz","AUT",76,"1996-10-27"
51,47,"Mariano","Zabaleta","ARG",69,"1996-10-27"
52,54,"Christian","Ruud","NOR",58,"1996-10-27"
53,52,"Paul","Haarhuis","NED",32,"1996-10-27"
54,58,"Adrian","Voinea","ROM",30,"1996-10-27"
54,60,"Todd","Woodbridge","AUS",30,"1996-10-27"
56,57,"Nicolas","Lapentti","ECU",26,"1996-10-27"
56,64,"Orlin","Stanoytchev","BUL",26,"1996-10-27"
56,66,"Noam","Behr","ISR",26,"1996-10-27"
59,50,"Vladimir","Voltchkov","BLR",7,"1996-10-27"
60,51,"Mark","Petchey","GBR",4,"1996-10-27"
61,24,"Pan","Bing","CHN",2,"1996-10-27"
61,63,"Martin","Damm","CZE",2,"1996-10-27"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3525,"1996-11-03"
2,23,"Stefan","Edberg","SWE",3036,"1996-11-03"
3,1,"Pete","Sampras","USA",2627,"1996-11-03"
4,3,"Boris","Becker","GER",2216,"1996-11-03"
5,36,"Carlos","Moya","ESP",2172,"1996-11-03"
6,7,"Yevgeny","Kafelnikow","RUS",1917,"1996-11-03"
7,6,"Michael","Chang","USA",1684,"1996-11-03"
8,34,"Marcelo","Rios","CHI",1631,"1996-11-03"
9,8,"Mark","Philippoussis","AUS",1479,"1996-11-03"
10,4,"Wayne","Ferreira","RSA",1433,"1996-11-03"
11,12,"Richard","Krajicek","NED",1391,"1996-11-03"
12,5,"Thomas","Muster","AUT",1321,"1996-11-03"
13,37,"Marat","Safin","RUS",1245,"1996-11-03"
14,44,"Petr","Korda","CZE",1239,"1996-11-03"
15,28,"Guy","Forget","FRA",1149,"1996-11-03"
16,56,"Nicolas","Kiefer","GER",1142,"1996-11-03"
17,29,"Cedric","Pioline","FRA",1110,"1996-11-03"
18,19,"Todd","Martin","USA",899,"1996-11-03"
19,9,"Thomas","Enqvist","SWE",887,"1996-11-03"
20,43,"Albert","Costa","ESP",846,"1996-11-03"
21,18,"Andrei","Medvedev","UKR",838,"1996-11-03"
22,14,"Marc","Rosset","SUI",803,"1996-11-03"
23,22,"Greg","Rusedski","GBR",762,"1996-11-03"
24,13,"Sergi","Bruguera","ESP",712,"1996-11-03"
25,11,"Jim","Courier","USA",702,"1996-11-03"
26,27,"Byron","Black","ZIM",642,"1996-11-03"
27,10,"Goran","Ivanisevic","CRO",573,"1996-11-03"
28,26,"Grant","Connell","CAN",536,"1996-11-03"
28,33,"Javier","Frana","ARG",536,"1996-11-03"
30,39,"Hicham","Arazi","MAR",530,"1996-11-03"
31,17,"Arnaud","Boetsch","FRA",471,"1996-11-03"
32,16,"Michael","Stich","GER",449,"1996-11-03"
33,49,"Tim","Henman","GBR",442,"1996-11-03"
34,21,"Bartlomiej","Dabrowski","POL",373,"1996-11-03"
35,59,"Patrick","Rafter","AUS",364,"1996-11-03"
36,15,"Andrea","Gaudenzi","ITA",313,"1996-11-03"
37,48,"Sebastien","Grosjean","FRA",242,"1996-11-03"
38,35,"Nicolas","Periera","URG",240,"1996-11-03"
39,40,"Leander","Paes","IND",216,"1996-11-03"
40,32,"Olivier","Rochus","BEL",176,"1996-11-03"
41,61,"Mark","Woodforde","AUS",156,"1996-11-03"
42,31,"Kenneth","Carlsen","DEN",153,"1996-11-03"
43,41,"Shuzo","Matsuoka","JPN",136,"1996-11-03"
44,53,"Jan","Siemerink","NED",132,"1996-11-03"
45,25,"Mark","Knowles","BAH",125,"1996-11-03"
46,20,"Wojciech","Kowalski","POL",88,"1996-11-03"
47,46,"Oliver","Gross","GER",87,"1996-11-03"
48,55,"Richey","Reneberg","USA",81,"1996-11-03"
49,30,"Alejandro","Hernandez","MEX",76,"1996-11-03"
49,45,"Wolfgang","Schranz","AUT",76,"1996-11-03"
51,47,"Mariano","Zabaleta","ARG",69,"1996-11-03"
52,54,"Christian","Ruud","NOR",58,"1996-11-03"
53,52,"Paul","Haarhuis","NED",32,"1996-11-03"
54,58,"Adrian","Voinea","ROM",30,"1996-11-03"
54,60,"Todd","Woodbridge","AUS",30,"1996-11-03"
56,57,"Nicolas","Lapentti","ECU",26,"1996-11-03"
56,64,"Orlin","Stanoytchev","BUL",26,"1996-11-03"
56,66,"Noam","Behr","ISR",26,"1996-11-03"
59,50,"Vladimir","Voltchkov","BLR",7,"1996-11-03"
60,51,"Mark","Petchey","GBR",4,"1996-11-03"
61,24,"Pan","Bing","CHN",2,"1996-11-03"
61,63,"Martin","Damm","CZE",2,"1996-11-03"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3525,"1996-11-10"
2,23,"Stefan","Edberg","SWE",3036,"1996-11-10"
3,1,"Pete","Sampras","USA",2627,"1996-11-10"
4,3,"Boris","Becker","GER",2216,"1996-11-10"
5,36,"Carlos","Moya","ESP",2172,"1996-11-10"
6,7,"Yevgeny","Kafelnikow","RUS",1923,"1996-11-10"
7,34,"Marcelo","Rios","CHI",1785,"1996-11-10"
8,6,"Michael","Chang","USA",1727,"1996-11-10"
9,8,"Mark","Philippoussis","AUS",1522,"1996-11-10"
10,4,"Wayne","Ferreira","RSA",1461,"1996-11-10"
11,12,"Richard","Krajicek","NED",1394,"1996-11-10"
12,5,"Thomas","Muster","AUT",1321,"1996-11-10"
13,37,"Marat","Safin","RUS",1267,"1996-11-10"
14,44,"Petr","Korda","CZE",1239,"1996-11-10"
14,56,"Nicolas","Kiefer","GER",1239,"1996-11-10"
16,28,"Guy","Forget","FRA",1149,"1996-11-10"
17,29,"Cedric","Pioline","FRA",1110,"1996-11-10"
18,11,"Jim","Courier","USA",1027,"1996-11-10"
19,9,"Thomas","Enqvist","SWE",919,"1996-11-10"
20,19,"Todd","Martin","USA",902,"1996-11-10"
21,13,"Sergi","Bruguera","ESP",894,"1996-11-10"
22,43,"Albert","Costa","ESP",846,"1996-11-10"
23,18,"Andrei","Medvedev","UKR",838,"1996-11-10"
24,14,"Marc","Rosset","SUI",803,"1996-11-10"
25,22,"Greg","Rusedski","GBR",762,"1996-11-10"
26,27,"Byron","Black","ZIM",664,"1996-11-10"
27,59,"Patrick","Rafter","AUS",591,"1996-11-10"
28,10,"Goran","Ivanisevic","CRO",577,"1996-11-10"
29,26,"Grant","Connell","CAN",536,"1996-11-10"
29,33,"Javier","Frana","ARG",536,"1996-11-10"
31,39,"Hicham","Arazi","MAR",530,"1996-11-10"
32,17,"Arnaud","Boetsch","FRA",471,"1996-11-10"
33,16,"Michael","Stich","GER",449,"1996-11-10"
34,49,"Tim","Henman","GBR",442,"1996-11-10"
35,21,"Bartlomiej","Dabrowski","POL",373,"1996-11-10"
36,15,"Andrea","Gaudenzi","ITA",339,"1996-11-10"
37,35,"Nicolas","Periera","URG",266,"1996-11-10"
38,48,"Sebastien","Grosjean","FRA",242,"1996-11-10"
39,40,"Leander","Paes","IND",216,"1996-11-10"
40,32,"Olivier","Rochus","BEL",176,"1996-11-10"
41,61,"Mark","Woodforde","AUS",156,"1996-11-10"
42,31,"Kenneth","Carlsen","DEN",153,"1996-11-10"
43,41,"Shuzo","Matsuoka","JPN",136,"1996-11-10"
44,53,"Jan","Siemerink","NED",132,"1996-11-10"
45,25,"Mark","Knowles","BAH",125,"1996-11-10"
46,20,"Wojciech","Kowalski","POL",88,"1996-11-10"
47,46,"Oliver","Gross","GER",87,"1996-11-10"
48,67,"Gustavo","Kuerten","BRA",86,"1996-11-10"
49,55,"Richey","Reneberg","USA",81,"1996-11-10"
50,30,"Alejandro","Hernandez","MEX",76,"1996-11-10"
50,45,"Wolfgang","Schranz","AUT",76,"1996-11-10"
52,47,"Mariano","Zabaleta","ARG",69,"1996-11-10"
53,54,"Christian","Ruud","NOR",58,"1996-11-10"
54,69,"Magnuss","Larsson","SWE",40,"1996-11-10"
55,52,"Paul","Haarhuis","NED",32,"1996-11-10"
56,58,"Adrian","Voinea","ROM",30,"1996-11-10"
56,60,"Todd","Woodbridge","AUS",30,"1996-11-10"
58,57,"Nicolas","Lapentti","ECU",26,"1996-11-10"
58,64,"Orlin","Stanoytchev","BUL",26,"1996-11-10"
58,66,"Noam","Behr","ISR",26,"1996-11-10"
61,50,"Vladimir","Voltchkov","BLR",7,"1996-11-10"
62,51,"Mark","Petchey","GBR",4,"1996-11-10"
63,24,"Pan","Bing","CHN",2,"1996-11-10"
63,63,"Martin","Damm","CZE",2,"1996-11-10"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3653,"1996-11-30"
2,36,"Carlos","Moya","ESP",3235,"1996-11-30"
3,23,"Stefan","Edberg","SWE",3174,"1996-11-30"
4,1,"Pete","Sampras","USA",2647,"1996-11-30"
5,3,"Boris","Becker","GER",2462,"1996-11-30"
6,34,"Marcelo","Rios","CHI",2267,"1996-11-30"
7,6,"Michael","Chang","USA",2101,"1996-11-30"
8,7,"Yevgeny","Kafelnikow","RUS",1953,"1996-11-30"
9,8,"Mark","Philippoussis","AUS",1522,"1996-11-30"
10,4,"Wayne","Ferreira","RSA",1461,"1996-11-30"
11,12,"Richard","Krajicek","NED",1394,"1996-11-30"
12,5,"Thomas","Muster","AUT",1321,"1996-11-30"
13,37,"Marat","Safin","RUS",1267,"1996-11-30"
14,44,"Petr","Korda","CZE",1239,"1996-11-30"
14,56,"Nicolas","Kiefer","GER",1239,"1996-11-30"
16,28,"Guy","Forget","FRA",1149,"1996-11-30"
17,29,"Cedric","Pioline","FRA",1110,"1996-11-30"
18,11,"Jim","Courier","USA",1027,"1996-11-30"
19,9,"Thomas","Enqvist","SWE",919,"1996-11-30"
20,19,"Todd","Martin","USA",902,"1996-11-30"
21,13,"Sergi","Bruguera","ESP",894,"1996-11-30"
22,43,"Albert","Costa","ESP",846,"1996-11-30"
23,18,"Andrei","Medvedev","UKR",838,"1996-11-30"
24,14,"Marc","Rosset","SUI",803,"1996-11-30"
25,22,"Greg","Rusedski","GBR",762,"1996-11-30"
26,27,"Byron","Black","ZIM",664,"1996-11-30"
27,59,"Patrick","Rafter","AUS",591,"1996-11-30"
28,10,"Goran","Ivanisevic","CRO",577,"1996-11-30"
29,26,"Grant","Connell","CAN",536,"1996-11-30"
29,33,"Javier","Frana","ARG",536,"1996-11-30"
31,39,"Hicham","Arazi","MAR",530,"1996-11-30"
32,17,"Arnaud","Boetsch","FRA",471,"1996-11-30"
33,16,"Michael","Stich","GER",449,"1996-11-30"
34,49,"Tim","Henman","GBR",442,"1996-11-30"
35,21,"Bartlomiej","Dabrowski","POL",373,"1996-11-30"
36,15,"Andrea","Gaudenzi","ITA",339,"1996-11-30"
37,35,"Nicolas","Periera","URG",266,"1996-11-30"
38,48,"Sebastien","Grosjean","FRA",242,"1996-11-30"
39,40,"Leander","Paes","IND",216,"1996-11-30"
40,32,"Olivier","Rochus","BEL",176,"1996-11-30"
41,61,"Mark","Woodforde","AUS",156,"1996-11-30"
42,31,"Kenneth","Carlsen","DEN",153,"1996-11-30"
43,41,"Shuzo","Matsuoka","JPN",136,"1996-11-30"
44,53,"Jan","Siemerink","NED",132,"1996-11-30"
45,25,"Mark","Knowles","BAH",125,"1996-11-30"
46,20,"Wojciech","Kowalski","POL",88,"1996-11-30"
47,46,"Oliver","Gross","GER",87,"1996-11-30"
48,67,"Gustavo","Kuerten","BRA",86,"1996-11-30"
49,55,"Richey","Reneberg","USA",81,"1996-11-30"
50,30,"Alejandro","Hernandez","MEX",76,"1996-11-30"
50,45,"Wolfgang","Schranz","AUT",76,"1996-11-30"
52,47,"Mariano","Zabaleta","ARG",69,"1996-11-30"
53,54,"Christian","Ruud","NOR",58,"1996-11-30"
54,69,"Magnuss","Larsson","SWE",40,"1996-11-30"
55,52,"Paul","Haarhuis","NED",32,"1996-11-30"
56,58,"Adrian","Voinea","ROM",30,"1996-11-30"
56,60,"Todd","Woodbridge","AUS",30,"1996-11-30"
58,57,"Nicolas","Lapentti","ECU",26,"1996-11-30"
58,64,"Orlin","Stanoytchev","BUL",26,"1996-11-30"
58,66,"Noam","Behr","ISR",26,"1996-11-30"
61,50,"Vladimir","Voltchkov","BLR",7,"1996-11-30"
62,51,"Mark","Petchey","GBR",4,"1996-11-30"
63,24,"Pan","Bing","CHN",2,"1996-11-30"
63,63,"Martin","Damm","CZE",2,"1996-11-30"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3653,"1997-01-01"
2,36,"Carlos","Moya","ESP",3235,"1997-01-01"
3,23,"Stefan","Edberg","SWE",3174,"1997-01-01"
4,1,"Pete","Sampras","USA",2647,"1997-01-01"
5,3,"Boris","Becker","GER",2462,"1997-01-01"
6,34,"Marcelo","Rios","CHI",2267,"1997-01-01"
7,6,"Michael","Chang","USA",2101,"1997-01-01"
8,7,"Yevgeny","Kafelnikow","RUS",1953,"1997-01-01"
9,8,"Mark","Philippoussis","AUS",1522,"1997-01-01"
10,4,"Wayne","Ferreira","RSA",1461,"1997-01-01"
11,12,"Richard","Krajicek","NED",1394,"1997-01-01"
12,5,"Thomas","Muster","AUT",1321,"1997-01-01"
13,37,"Marat","Safin","RUS",1267,"1997-01-01"
14,44,"Petr","Korda","CZE",1239,"1997-01-01"
14,56,"Nicolas","Kiefer","GER",1239,"1997-01-01"
16,28,"Guy","Forget","FRA",1149,"1997-01-01"
17,29,"Cedric","Pioline","FRA",1110,"1997-01-01"
18,11,"Jim","Courier","USA",1027,"1997-01-01"
19,9,"Thomas","Enqvist","SWE",919,"1997-01-01"
20,19,"Todd","Martin","USA",902,"1997-01-01"
21,13,"Sergi","Bruguera","ESP",894,"1997-01-01"
22,43,"Albert","Costa","ESP",846,"1997-01-01"
23,18,"Andrei","Medvedev","UKR",838,"1997-01-01"
24,14,"Marc","Rosset","SUI",803,"1997-01-01"
25,22,"Greg","Rusedski","GBR",762,"1997-01-01"
26,27,"Byron","Black","ZIM",664,"1997-01-01"
27,59,"Patrick","Rafter","AUS",591,"1997-01-01"
28,10,"Goran","Ivanisevic","CRO",577,"1997-01-01"
29,26,"Grant","Connell","CAN",536,"1997-01-01"
29,33,"Javier","Frana","ARG",536,"1997-01-01"
31,39,"Hicham","Arazi","MAR",530,"1997-01-01"
32,17,"Arnaud","Boetsch","FRA",471,"1997-01-01"
33,16,"Michael","Stich","GER",449,"1997-01-01"
34,49,"Tim","Henman","GBR",442,"1997-01-01"
35,21,"Bartlomiej","Dabrowski","POL",373,"1997-01-01"
36,15,"Andrea","Gaudenzi","ITA",339,"1997-01-01"
37,35,"Nicolas","Periera","URG",266,"1997-01-01"
38,48,"Sebastien","Grosjean","FRA",242,"1997-01-01"
39,40,"Leander","Paes","IND",216,"1997-01-01"
40,32,"Olivier","Rochus","BEL",176,"1997-01-01"
41,61,"Mark","Woodforde","AUS",156,"1997-01-01"
42,31,"Kenneth","Carlsen","DEN",153,"1997-01-01"
43,41,"Shuzo","Matsuoka","JPN",136,"1997-01-01"
44,53,"Jan","Siemerink","NED",132,"1997-01-01"
45,25,"Mark","Knowles","BAH",125,"1997-01-01"
46,20,"Wojciech","Kowalski","POL",88,"1997-01-01"
47,46,"Oliver","Gross","GER",87,"1997-01-01"
48,67,"Gustavo","Kuerten","BRA",86,"1997-01-01"
49,55,"Richey","Reneberg","USA",81,"1997-01-01"
50,30,"Alejandro","Hernandez","MEX",76,"1997-01-01"
50,45,"Wolfgang","Schranz","AUT",76,"1997-01-01"
52,47,"Mariano","Zabaleta","ARG",69,"1997-01-01"
53,54,"Christian","Ruud","NOR",58,"1997-01-01"
54,69,"Magnuss","Larsson","SWE",40,"1997-01-01"
55,52,"Paul","Haarhuis","NED",32,"1997-01-01"
56,58,"Adrian","Voinea","ROM",30,"1997-01-01"
56,60,"Todd","Woodbridge","AUS",30,"1997-01-01"
58,57,"Nicolas","Lapentti","ECU",26,"1997-01-01"
58,64,"Orlin","Stanoytchev","BUL",26,"1997-01-01"
58,66,"Noam","Behr","ISR",26,"1997-01-01"
61,50,"Vladimir","Voltchkov","BLR",7,"1997-01-01"
62,51,"Mark","Petchey","GBR",4,"1997-01-01"
63,24,"Pan","Bing","CHN",2,"1997-01-01"
63,63,"Martin","Damm","CZE",2,"1997-01-01"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3708,"1997-01-06"
2,36,"Carlos","Moya","ESP",3235,"1997-01-06"
3,23,"Stefan","Edberg","SWE",3174,"1997-01-06"
4,1,"Pete","Sampras","USA",2647,"1997-01-06"
5,3,"Boris","Becker","GER",2616,"1997-01-06"
6,34,"Marcelo","Rios","CHI",2267,"1997-01-06"
7,6,"Michael","Chang","USA",2101,"1997-01-06"
8,7,"Yevgeny","Kafelnikow","RUS",1953,"1997-01-06"
9,8,"Mark","Philippoussis","AUS",1825,"1997-01-06"
10,4,"Wayne","Ferreira","RSA",1461,"1997-01-06"
11,12,"Richard","Krajicek","NED",1394,"1997-01-06"
12,5,"Thomas","Muster","AUT",1327,"1997-01-06"
13,37,"Marat","Safin","RUS",1267,"1997-01-06"
14,44,"Petr","Korda","CZE",1239,"1997-01-06"
14,56,"Nicolas","Kiefer","GER",1239,"1997-01-06"
16,28,"Guy","Forget","FRA",1149,"1997-01-06"
17,29,"Cedric","Pioline","FRA",1110,"1997-01-06"
18,11,"Jim","Courier","USA",1027,"1997-01-06"
19,9,"Thomas","Enqvist","SWE",919,"1997-01-06"
20,19,"Todd","Martin","USA",902,"1997-01-06"
21,13,"Sergi","Bruguera","ESP",894,"1997-01-06"
22,43,"Albert","Costa","ESP",846,"1997-01-06"
23,18,"Andrei","Medvedev","UKR",838,"1997-01-06"
24,14,"Marc","Rosset","SUI",803,"1997-01-06"
25,22,"Greg","Rusedski","GBR",762,"1997-01-06"
26,27,"Byron","Black","ZIM",664,"1997-01-06"
27,59,"Patrick","Rafter","AUS",591,"1997-01-06"
28,10,"Goran","Ivanisevic","CRO",577,"1997-01-06"
29,26,"Grant","Connell","CAN",536,"1997-01-06"
29,33,"Javier","Frana","ARG",536,"1997-01-06"
31,39,"Hicham","Arazi","MAR",530,"1997-01-06"
32,17,"Arnaud","Boetsch","FRA",471,"1997-01-06"
33,16,"Michael","Stich","GER",449,"1997-01-06"
34,49,"Tim","Henman","GBR",442,"1997-01-06"
35,21,"Bartlomiej","Dabrowski","POL",373,"1997-01-06"
36,15,"Andrea","Gaudenzi","ITA",339,"1997-01-06"
37,35,"Nicolas","Periera","URG",266,"1997-01-06"
38,48,"Sebastien","Grosjean","FRA",242,"1997-01-06"
39,40,"Leander","Paes","IND",216,"1997-01-06"
40,32,"Olivier","Rochus","BEL",176,"1997-01-06"
41,61,"Mark","Woodforde","AUS",156,"1997-01-06"
42,31,"Kenneth","Carlsen","DEN",153,"1997-01-06"
43,41,"Shuzo","Matsuoka","JPN",136,"1997-01-06"
44,53,"Jan","Siemerink","NED",132,"1997-01-06"
45,25,"Mark","Knowles","BAH",125,"1997-01-06"
46,20,"Wojciech","Kowalski","POL",88,"1997-01-06"
47,46,"Oliver","Gross","GER",87,"1997-01-06"
48,67,"Gustavo","Kuerten","BRA",86,"1997-01-06"
49,55,"Richey","Reneberg","USA",81,"1997-01-06"
50,30,"Alejandro","Hernandez","MEX",76,"1997-01-06"
50,45,"Wolfgang","Schranz","AUT",76,"1997-01-06"
52,47,"Mariano","Zabaleta","ARG",69,"1997-01-06"
53,54,"Christian","Ruud","NOR",58,"1997-01-06"
54,65,"Marcos","Ondruska","RSA",55,"1997-01-06"
55,69,"Magnuss","Larsson","SWE",40,"1997-01-06"
56,52,"Paul","Haarhuis","NED",32,"1997-01-06"
57,58,"Adrian","Voinea","ROM",30,"1997-01-06"
57,60,"Todd","Woodbridge","AUS",30,"1997-01-06"
59,57,"Nicolas","Lapentti","ECU",26,"1997-01-06"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-01-06"
59,66,"Noam","Behr","ISR",26,"1997-01-06"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-01-06"
63,51,"Mark","Petchey","GBR",4,"1997-01-06"
64,24,"Pan","Bing","CHN",2,"1997-01-06"
64,63,"Martin","Damm","CZE",2,"1997-01-06"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",3357,"1997-01-13"
2,36,"Carlos","Moya","ESP",3235,"1997-01-13"
3,23,"Stefan","Edberg","SWE",3174,"1997-01-13"
4,1,"Pete","Sampras","USA",2641,"1997-01-13"
5,3,"Boris","Becker","GER",2499,"1997-01-13"
6,34,"Marcelo","Rios","CHI",2267,"1997-01-13"
7,6,"Michael","Chang","USA",2101,"1997-01-13"
8,7,"Yevgeny","Kafelnikow","RUS",1953,"1997-01-13"
9,8,"Mark","Philippoussis","AUS",1825,"1997-01-13"
10,56,"Nicolas","Kiefer","GER",1466,"1997-01-13"
11,4,"Wayne","Ferreira","RSA",1455,"1997-01-13"
12,12,"Richard","Krajicek","NED",1394,"1997-01-13"
13,5,"Thomas","Muster","AUT",1327,"1997-01-13"
14,37,"Marat","Safin","RUS",1297,"1997-01-13"
15,44,"Petr","Korda","CZE",1239,"1997-01-13"
16,28,"Guy","Forget","FRA",1149,"1997-01-13"
17,29,"Cedric","Pioline","FRA",1110,"1997-01-13"
18,11,"Jim","Courier","USA",1027,"1997-01-13"
19,9,"Thomas","Enqvist","SWE",919,"1997-01-13"
20,19,"Todd","Martin","USA",904,"1997-01-13"
21,13,"Sergi","Bruguera","ESP",894,"1997-01-13"
22,43,"Albert","Costa","ESP",846,"1997-01-13"
23,18,"Andrei","Medvedev","UKR",838,"1997-01-13"
24,14,"Marc","Rosset","SUI",803,"1997-01-13"
25,27,"Byron","Black","ZIM",777,"1997-01-13"
26,22,"Greg","Rusedski","GBR",762,"1997-01-13"
27,10,"Goran","Ivanisevic","CRO",759,"1997-01-13"
28,26,"Grant","Connell","CAN",718,"1997-01-13"
29,59,"Patrick","Rafter","AUS",677,"1997-01-13"
30,39,"Hicham","Arazi","MAR",570,"1997-01-13"
31,33,"Javier","Frana","ARG",566,"1997-01-13"
32,17,"Arnaud","Boetsch","FRA",471,"1997-01-13"
33,49,"Tim","Henman","GBR",468,"1997-01-13"
34,16,"Michael","Stich","GER",453,"1997-01-13"
35,21,"Bartlomiej","Dabrowski","POL",373,"1997-01-13"
36,15,"Andrea","Gaudenzi","ITA",339,"1997-01-13"
37,35,"Nicolas","Periera","URG",266,"1997-01-13"
